"initial_alias","converted_alias","name","description","namespace"
"WBGENE00022103","cdh-12","cdh-12","CaDHerin family [Source:NCBI gene;Acc:190583]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009167","F26F2.2","F26F2.2","Uncharacterized protein [Source:NCBI gene;Acc:184983]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009520","clec-168","clec-168","C-type lectin domain-containing protein [Source:NCBI gene;Acc:185437]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005586","sri-74","sri-74","Serpentine Receptor, class I [Source:NCBI gene;Acc:191930]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00002138","inx-16","inx-16","Innexin-16 [Source:NCBI gene;Acc:172005]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019685","K12H6.5","K12H6.5","Uncharacterized protein [Source:NCBI gene;Acc:187344]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015816","C16A11.3","C16A11.3","SPK domain-containing protein [Source:NCBI gene;Acc:173756]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011025","R05A10.8","R05A10.8","Methyltransf_21 domain-containing protein [Source:NCBI gene;Acc:187598]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016012","C23G10.5","C23G10.5","FBA_2 domain-containing protein [Source:NCBI gene;Acc:182813]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00255732","T02B11.12","T02B11.12","DUF148 domain-containing protein [Source:NCBI gene;Acc:25502987]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022377","gpx-4","gpx-4","Glutathione peroxidase [Source:NCBI gene;Acc:190801]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019044","F58E1.13","F58E1.13","Uncharacterized protein [Source:NCBI gene;Acc:186517]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005801","srw-54","srw-54","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:189573]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005801","Y70C5A.4","Y70C5A.4","Uncharacterized protein [Source:NCBI gene;Acc:13217513]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011751","T13F3.4","T13F3.4","DUF19 domain-containing protein [Source:NCBI gene;Acc:188481]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007478","C09F9.1","C09F9.1","Uncharacterized protein [Source:NCBI gene;Acc:182455]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022142","Y71G12B.2","Y71G12B.2","Uncharacterized protein [Source:NCBI gene;Acc:190596]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012911","acl-7","acl-7","PlsC domain-containing protein [Source:NCBI gene;Acc:174916]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00194653","F36H2.6","F36H2.6","Uncharacterized protein [Source:NCBI gene;Acc:13181407]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005591","srj-1","srj-1","Serpentine Receptor, class J [Source:NCBI gene;Acc:191436]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015366","C03A7.2","C03A7.2","Uncharacterized protein [Source:NCBI gene;Acc:182134]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00008517","F02C12.3","F02C12.3","Uncharacterized protein [Source:NCBI gene;Acc:181460]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005271","srh-48","srh-48","Serpentine Receptor, class H [Source:NCBI gene;Acc:174486]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012993","dmsr-3","dmsr-3","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:190021]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00047203","21ur-228","21ur-228","ncRNA [Source:NCBI gene;Acc:13209317]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015082","B0244.7","B0244.7","Putative G-protein coupled receptor B0244.7 [Source:NCBI gene;Acc:181878]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022639","nhr-253","nhr-253","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:191205]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007393","fbxa-157","fbxa-157","F-box domain-containing protein [Source:NCBI gene;Acc:182349]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015395","nhr-147","nhr-147","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:182170]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00017632","F20B6.9","F20B6.9","Uncharacterized protein [Source:NCBI gene;Acc:180694]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012159","VY10G11R.1","VY10G11R.1","Protein kinase domain-containing protein [Source:NCBI gene;Acc:260258]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007723","C25F9.2","C25F9.2","DNA-directed DNA polymerase [Source:NCBI gene;Acc:182904]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00235094","K08D9.9","K08D9.9","Uncharacterized protein [Source:NCBI gene;Acc:24104735]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00003537","nas-18","nas-18","Zinc metalloproteinase nas-18 [Source:NCBI gene;Acc:186924]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007027","ssl-1","ssl-1","Helicase ssl-1 [Source:NCBI gene;Acc:190954]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00044211","Y60A3A.25","Y60A3A.25","Uncharacterized protein [Source:NCBI gene;Acc:3565624]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00173545","21ur-13017","21ur-13017","ncRNA [Source:NCBI gene;Acc:13206705]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005856","srw-109","srw-109","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:191334]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013058","clec-247","clec-247","C-type lectin domain-containing protein [Source:NCBI gene;Acc:190117]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00169751","21ur-8289","21ur-8289","ncRNA [Source:NCBI gene;Acc:13195370]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008267","C53A5.9","C53A5.9","Uncharacterized protein [Source:NCBI gene;Acc:183739]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00002220","gcc-1","gcc-1","GRIP domain-containing protein [Source:NCBI gene;Acc:180606]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00000546","clp-6","clp-6","Calpain catalytic domain-containing protein [Source:NCBI gene;Acc:190738]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00000546","Y77E11A.23","Y77E11A.23","Uncharacterized protein [Source:NCBI gene;Acc:24105244]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00194890","C01B9.4","C01B9.4","Uncharacterized protein [Source:NCBI gene;Acc:13187768]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00046305","21ur-3997","21ur-3997","ncRNA [Source:NCBI gene;Acc:13207988]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00172563","21ur-9909","21ur-9909","ncRNA [Source:NCBI gene;Acc:13206509]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009695","clp-8","clp-8","Calpain catalytic domain-containing protein [Source:NCBI gene;Acc:185746]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013049","Y50E8A.6","Y50E8A.6","Glycerol-3-phosphate dehydrogenase [Source:NCBI gene;Acc:190107]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00010107","F55C9.11","F55C9.11","F-box domain-containing protein [Source:NCBI gene;Acc:186299]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005627","srj-45","srj-45","Serpentine Receptor, class J [Source:NCBI gene;Acc:191949]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00010802","srsx-39","srsx-39","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:187360]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005365","srh-149","srh-149","Serpentine Receptor, class H [Source:NCBI gene;Acc:3565726]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005698","sru-35","sru-35","Serpentine Receptor, class U [Source:NCBI gene;Acc:183159]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005295","srh-74","srh-74","Serpentine Receptor, class H [Source:NCBI gene;Acc:183468]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016351","C33F10.1","C33F10.1","Uncharacterized protein [Source:NCBI gene;Acc:173834]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013774","clec-193","clec-193","C-type lectin domain-containing protein [Source:NCBI gene;Acc:190984]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007258","hasp-1","hasp-1","Non-specific serine/threonine protein kinase [Source:NCBI gene;Acc:172462]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00018193","F39C12.1","F39C12.1","zinc_ribbon_16 domain-containing protein [Source:NCBI gene;Acc:180759]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021239","Y20F4.4","Y20F4.4","Uncharacterized protein [Source:NCBI gene;Acc:245999]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012946","Y47H9B.2","Y47H9B.2","Uncharacterized protein [Source:NCBI gene;Acc:173057]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013527","Y73F8A.22","Y73F8A.22","CW domain-containing protein [Source:NCBI gene;Acc:190682]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00006259","str-228","str-228","Seven TM Receptor [Source:NCBI gene;Acc:192038]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011024","R05A10.7","R05A10.7","Uncharacterized protein [Source:NCBI gene;Acc:187597]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00003786","npa-1","npa-1","Nematode Polyprotein Allergen related [Source:NCBI gene;Acc:179095]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019283","K01A2.9","K01A2.9","Uncharacterized protein [Source:NCBI gene;Acc:186820]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00014045","clec-59","clec-59","C-type LECtin [Source:NCBI gene;Acc:191383]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00170472","21ur-13605","21ur-13605","ncRNA [Source:NCBI gene;Acc:13208074]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016472","srbc-6","srbc-6","Serpentine Receptor, class BC (class B-like) [Source:NCBI gene;Acc:183259]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00010688","srz-12","srz-12","Serpentine Receptor, class Z [Source:NCBI gene;Acc:187173]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005666","sru-3","sru-3","Serpentine Receptor, class U [Source:NCBI gene;Acc:183144]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011079","R07B1.6","R07B1.6","Uncharacterized protein [Source:NCBI gene;Acc:187647]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011079","R07B1.7","R07B1.7","Uncharacterized protein [Source:NCBI gene;Acc:187648]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011079","R07B1.13","R07B1.13","C6 domain-containing protein [Source:NCBI gene;Acc:7040171]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021605","Y46H3C.5","Y46H3C.5","Uncharacterized protein [Source:NCBI gene;Acc:178653]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005508","srh-304","srh-304","Serpentine Receptor, class H [Source:NCBI gene;Acc:190798]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012151","VH15N14R.1","VH15N14R.1","Uncharacterized protein [Source:NCBI gene;Acc:24104962]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00018196","nep-13","nep-13","NEPrilysin metallopeptidase family [Source:NCBI gene;Acc:173672]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00002188","kgb-2","kgb-2","Mitogen-activated protein kinase [Source:NCBI gene;Acc:191169]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009117","F25H2.3","F25H2.3","ANK_REP_REGION domain-containing protein [Source:NCBI gene;Acc:184936]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009143","F26A3.5","F26A3.5","Uncharacterized protein [Source:NCBI gene;Acc:184954]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00010576","clec-116","clec-116","C-type LECtin [Source:NCBI gene;Acc:187014]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016758","C49A9.4","C49A9.4","Uncharacterized protein [Source:NCBI gene;Acc:3565549]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016350","C33E10.10","C33E10.10","Uncharacterized protein [Source:NCBI gene;Acc:183165]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021015","enu-3.3","enu-3.3","ENhancer of Uncoordination [Source:NCBI gene;Acc:172117]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00018688","F52D2.6","F52D2.6","Uncharacterized protein [Source:NCBI gene;Acc:186105]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00003504","mut-7","mut-7","Exonuclease mut-7 [Source:NCBI gene;Acc:176347]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013411","Y64G10A.1","Y64G10A.1","Uncharacterized protein [Source:NCBI gene;Acc:190473]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00001766","gst-18","gst-18","Glutathione S-Transferase [Source:NCBI gene;Acc:185412]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012425","dlc-4","dlc-4","Dynein light chain [Source:NCBI gene;Acc:3565151]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00006716","ubc-21","ubc-21","putative ubiquitin-conjugating enzyme E2 21 [Source:NCBI gene;Acc:182321]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007452","C08F11.3","C08F11.3","Uncharacterized protein [Source:NCBI gene;Acc:182419]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020680","T22D1.1","T22D1.1","Glycosyltransferase family 92 protein [Source:NCBI gene;Acc:188738]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00018024","F35A5.1","F35A5.1","Uncharacterized protein [Source:NCBI gene;Acc:259699]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005810","srw-63","srw-63","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:189604]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00049035","21ur-2336","21ur-2336","ncRNA [Source:NCBI gene;Acc:13208804]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00255553","Y51H4A.941","Y51H4A.941","Uncharacterized protein [Source:NCBI gene;Acc:24105142]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00119201","C08E8.11","C08E8.11","Uncharacterized protein [Source:NCBI gene;Acc:7040196]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012181","srt-11","srt-11","Serpentine Receptor, class T [Source:NCBI gene;Acc:189093]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012250","W04E12.5","W04E12.5","Uncharacterized protein [Source:NCBI gene;Acc:189192]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011613","T08D2.8","T08D2.8","TOG domain-containing protein [Source:NCBI gene;Acc:353486]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022211","None","None","None",""
"WBGENE00049680","21ur-863","21ur-863","ncRNA [Source:NCBI gene;Acc:13200926]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019617","ctsa-2","ctsa-2","Carboxypeptidase [Source:NCBI gene;Acc:180915]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016309","sdz-4","sdz-4","SKN-1 Dependent Zygotic transcript [Source:NCBI gene;Acc:183119]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005495","srh-291","srh-291","Serpentine Receptor, class H [Source:NCBI gene;Acc:190792]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00006182","str-134","str-134","Seven TM Receptor [Source:NCBI gene;Acc:192007]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008194","C49C3.4","C49C3.4","Uncharacterized protein [Source:NCBI gene;Acc:178513]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022478","fbxa-35","fbxa-35","F-box domain-containing protein [Source:NCBI gene;Acc:191034]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00006005","srx-114","srx-114","7TM_GPCR_Srx domain-containing protein [Source:NCBI gene;Acc:259893]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011672","cyp-13A5","cyp-13A5","Putative cytochrome P450 CYP13A5 [Source:NCBI gene;Acc:188356]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013412","Y64G10A.2","Y64G10A.2","Uncharacterized protein [Source:NCBI gene;Acc:190474]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013412","21ur-14612","21ur-14612","ncRNA [Source:NCBI gene;Acc:13200876]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013412","21ur-9524","21ur-9524","ncRNA [Source:NCBI gene;Acc:13200875]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00023391","None","None","None",""
"WBGENE00049520","21ur-2721","21ur-2721","ncRNA [Source:NCBI gene;Acc:13209307]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00020455","fbxa-59","fbxa-59","F-box domain-containing protein [Source:NCBI gene;Acc:188447]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00003099","lys-10","lys-10","LYSozyme [Source:NCBI gene;Acc:184622]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00015914","C17F4.8","C17F4.8","BTB domain-containing protein [Source:NCBI gene;Acc:182739]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016075","C24H12.6","C24H12.6","Uncharacterized protein [Source:NCBI gene;Acc:182868]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011620","T08G3.11","T08G3.11","Uncharacterized protein [Source:NCBI gene;Acc:188302]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
